Feature ID	Taxon
seq263	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq264	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Barnesiella; none
seq265	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq266	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; aerofaciens
seq267	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Agathobacter; none
seq268	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq269	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq270	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; none
seq271	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; uniformis
seq272	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-013; none
seq273	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_NK4A214_group; none
seq274	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq275	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq276	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Candidatus_Stoquefichus; none
seq277	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq278	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq279	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; uniformis
seq280	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-002; none
seq281	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus_2; none
seq282	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemanella; biformis
seq283	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq284	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; periodonticum
seq285	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq286	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq287	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; none
seq288	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-004; none
seq289	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; ulcerans
seq290	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-003; none
seq291	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; hadrus
seq292	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-002; none
seq293	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Butyricicoccus; faecihominis
seq294	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; GCA-900066575; none
seq295	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; shahii
seq296	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq297	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Subdoligranulum; none
seq298	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq299	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_5; none
seq300	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera; micronuciformis
seq301	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq302	Bacteria; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; none
seq303	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq304	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; caccae
seq305	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Muribaculaceae; none; none
seq306	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Agathobacter; none
seq307	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; none; none
seq308	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq309	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq310	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_FCS020_group; none
seq311	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospira; none
seq312	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia/Shigella; none
seq313	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Peptoniphilus; none
seq314	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq315	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq316	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus_1; none
seq317	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_2; none
seq318	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq319	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq320	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; none
seq321	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; none
seq322	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq323	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; none; none; none
seq324	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; none
seq325	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Sutterella; none
seq326	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Intestinimonas; none
seq327	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; none
seq328	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Barnesiella; intestinihominis
seq329	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq330	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus_1; none
seq331	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq332	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq333	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq334	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq335	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; none
seq336	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter; segnis
seq337	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillibacter; none
seq338	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella; none
seq339	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_NK4A214_group; none
seq340	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; none
seq341	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq342	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq343	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; none
seq344	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-013; none
seq345	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Eisenbergiella; none
seq346	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq347	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella; none
seq348	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; none
seq349	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella; none
seq350	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Bilophila; none
seq351	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Subdoligranulum; none
seq352	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Muribaculaceae; none; none
seq353	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq354	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Subdoligranulum; none
seq355	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-004; none
seq356	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Subdoligranulum; none
seq357	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_9; none
seq358	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq359	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Coprobacter; secundus
seq360	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq361	none; none; none; none; none; none; none
seq362	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq363	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-002; none
seq364	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemanella; none
seq365	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_ND3007_group; none
seq366	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Barnesiella; none
seq367	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Ramlibacter; ginsenosidimutans
seq368	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-004; none
seq369	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq370	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella; none
seq371	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; none
seq372	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_NK4A136_group; none
seq373	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; none
seq374	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Butyricicoccus; none
seq375	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq376	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Klebsiella; none
seq377	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq378	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq379	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; fairfieldensis
seq380	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Flavonifractor; none
seq381	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; asaccharolytica
seq382	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; caecimuris
seq383	none; none; none; none; none; none; none
seq384	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; none
seq385	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq386	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq387	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq388	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_2; none
seq389	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq390	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella; none
seq391	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Family_XIII_AD3011_group; none
seq392	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq393	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Family_XIII_AD3011_group; none
seq394	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Bilophila; wadsworthia
seq395	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq396	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; none
seq397	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq398	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq399	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania; filiformis
seq400	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq401	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq402	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-004; none
seq403	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; finegoldii
seq404	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella; none
seq405	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; none
seq406	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Anaerococcus; vaginalis
seq407	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq408	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Succiniclasticum; none
seq409	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Bilophila; none
seq410	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; pneumosintes
seq411	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Sutterella; none
seq412	Eukaryota; none; none; none; none; none; none
seq413	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megamonas; none
seq414	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq415	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella_4; none
seq416	Bacteria; Tenericutes; Mollicutes; Mollicutes_RF39; none; none; none
seq417	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; obesi
seq418	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Marinifilaceae; Butyricimonas; paravirosa
seq419	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq420	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Romboutsia; none
seq421	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; none; none
seq422	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Howardella; ureilytica
seq423	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq424	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; plebeius
seq425	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq426	none; none; none; none; none; none; none
seq427	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Weeksellaceae; Cloacibacterium; none
seq428	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq429	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq430	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq431	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq432	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Dielma; fastidiosa
seq433	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq434	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq435	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; none
seq436	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq437	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq438	none; none; none; none; none; none; none
seq439	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Flavonifractor; none
seq440	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Parasutterella; none
seq441	Eukaryota; none; none; none; none; none; none
seq442	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Catenibacterium; mitsuokai
seq443	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus_2; none
seq444	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; nigrescens
seq445	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq446	Eukaryota; none; none; none; none; none; none
seq447	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq448	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Butyrivibrio; crossotus
seq449	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq450	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Sutterella; none
seq451	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; none
seq452	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides; difficile
seq453	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus_1; catus
seq454	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq455	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_2; none
seq456	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella_4; none
seq457	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Phascolarctobacterium; none
seq458	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; none
seq459	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Parvimonas; micra
seq460	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_6; none
seq461	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq462	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_9; none
seq463	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-001; bacterium
seq464	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq465	Eukaryota; none; none; none; none; none; none
seq466	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_6; none
seq467	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
